Damage No,Branch Name,Date,Item Code,Item Name,Exp Dt,Qty,Cost Price,Selling Price,MRP,GST %,GST taxAmt,Net Amt,Wastage Type
46,URBAN PETS / MOTERA,2025-10-28,9457,Natural Rubber Ball For Dogs,,2.000,245.70,575.00,575.00,18,88.44,579.83,Damage
46,URBAN PETS / MOTERA,2025-10-28,6937,Neko Cat Spiral Soft Chicken and Fish,2026-09-04,1.000,116.10,249.00,249.00,18,20.90,137.00,Damage
46,URBAN PETS / MOTERA,2025-10-28,9791,Orbee Tuff Planet Ball Blue/Green Medium,,1.000,862.28,1850.00,1850.00,18,155.22,1017.50,Damage
46,URBAN PETS / MOTERA,2025-10-28,9797,Orbee Tuff Strobe Ball Blue dia 3 inch,,1.000,1069.71,2295.00,2295.00,18,192.54,1262.25,Damage
46,URBAN PETS / MOTERA,2025-10-28,9478,Rugby Ball Latex 11 Cm,,1.000,181.60,425.00,425.00,18,32.68,214.28,Damage
46,URBAN PETS / MOTERA,2025-10-28,10780,Savic Nestor Cat Toilet Home Nordic Blue 22 X 15 X 15 Inches,,1.000,1095.34,2350.00,2350.00,18,197.16,1292.50,Damage
46,URBAN PETS / MOTERA,2025-10-28,331,Savic Rincon Corner Cat Litter Tray+Rim Cold Grey 23x18x5 inch,,1.000,582.62,1250.00,1250.00,18,104.88,687.50,Damage
46,URBAN PETS / MOTERA,2025-10-28,10760,Sea World Treats 80 gm,2025-05-25,4.000,92.75,199.00,199.00,18,66.78,437.78,Damage
46,URBAN PETS / MOTERA,2025-10-28,9363,Sporting Jumper Thermoplastic Rubber 9 Cm,,2.000,407.84,875.00,875.00,18,146.82,962.50,Damage
46,URBAN PETS / MOTERA,2025-10-28,316,Trixie Berto Litter Tray Three Part With Separating System-Dark Grey,,3.000,940.00,2200.00,2200.00,18,507.60,3327.60,Damage
46,URBAN PETS / MOTERA,2025-10-28,10777,Trixie Massage brush polyester-silicone - TPR 11x14cm,,2.000,337.92,725.00,725.00,18,121.66,797.49,Damage
46,URBAN PETS / MOTERA,2025-10-28,10758,Trixie Premio Chicken Hearts Mit hunn 100 gm,2026-11-25,7.000,139.36,299.00,299.00,18,175.60,1151.11,Damage
46,URBAN PETS / MOTERA,2025-10-28,10768,Trixie Premio Chicken Mini Sticks 50 gm,2025-09-28,1.000,90.89,195.00,195.00,18,16.36,107.25,Damage
46,URBAN PETS / MOTERA,2025-10-28,10785,Trixie Premio Duck Hearts 50gm,2026-03-10,3.000,90.89,195.00,195.00,18,49.08,321.75,Damage
46,URBAN PETS / MOTERA,2025-10-28,7683,Twistix Peanut  and  Carob Large 156gm,2025-11-01,2.000,183.14,449.00,449.00,18,65.94,432.21,Damage
45,URBAN PETS / MOTERA,2025-03-31,10965,Andis DBLC-2 Pulse ZR II Clipper - Wild,,1.000,32400.00,54000.00,54000.00,18,5832.00,38232.00,Wastage
44,URBAN PETS / MOTERA,2025-03-31,7085,Supercoat Puppy 10 kgs,2025-04-30,3.000,2305.08,3400.00,3400.00,18,1244.74,8159.98,Wastage
43,URBAN PETS / MOTERA,2025-03-31,7085,Supercoat Puppy 10 kgs,2025-04-30,3.000,2305.08,3400.00,3400.00,18,1244.74,8159.98,Wastage
42,URBAN PETS / MOTERA,2025-03-31,8084,Automatic Food Dispenser 5X0.24 L 33X5X36cm White/Grey,,1.000,2913.15,6250.00,6250.00,18,524.36,3437.51,Wastage
42,URBAN PETS / MOTERA,2025-03-31,2455,Bio-Groom Crisp Apple Natural Scents Gallon,2031-04-09,3.000,4290.00,7150.00,7150.00,18,2316.60,15186.60,Wastage
42,URBAN PETS / MOTERA,2025-03-31,7773,Himalaya Puppy Chicken and Rice 20KG,2025-01-28,1.000,3030.49,4470.00,4470.00,18,545.48,3575.97,Wastage
42,URBAN PETS / MOTERA,2025-03-31,5316,KD D20 Premium Nylon Brass Chain Set No.1 4 MM,,3.000,1573.09,3375.00,3375.00,18,849.46,5568.74,Wastage
42,URBAN PETS / MOTERA,2025-03-31,10388,lozalo volumizing shampoo 5 ltre,2026-06-30,16.000,1887.30,4499.00,4499.00,18,5435.42,35632.22,Wastage
42,URBAN PETS / MOTERA,2025-03-31,9146,M-Pets Foldable Puppy Pen Small,,1.000,2224.58,5250.00,5250.00,18,400.42,2625.00,Wastage
42,URBAN PETS / MOTERA,2025-03-31,284,Smartypet Cage 42 inch,,1.000,5084.75,12000.00,12000.00,18,915.26,6000.01,Wastage
42,URBAN PETS / MOTERA,2025-03-31,293,Smartypet Plastic Pet Carrier L-120,,1.000,19279.66,45500.00,45500.00,18,3470.34,22750.00,Wastage
41,URBAN PETS / MOTERA,2025-03-31,2455,Bio-Groom Crisp Apple Natural Scents Gallon,2031-02-08,9.000,4290.00,7150.00,7150.00,18,6949.80,45559.80,Wastage
14,URBAN PETS / MOTERA,2024-03-02,ITEM01,Pet Care Item,,62.000,467.92,717.80,717.80,18,5222.04,34233.38,Wastage
13,URBAN PETS / MOTERA,2024-03-01,ITEM01,Pet Care Item,,81.000,420.52,645.08,645.08,18,6131.25,40193.75,Damage
12,URBAN PETS / MOTERA,2024-03-01,ITEM01,Pet Care Item,,32.000,353.10,541.66,541.66,18,2033.87,13333.17,Wastage
52,URBANPETS SERVICES PRIVATE LIMITED,2026-01-31,7726,BOL Multivitamin Immunity Chewstix 100gm,2025-09-30,5.000,140.00,250.00,250.00,18,126.00,826.00,Wastage
52,URBANPETS SERVICES PRIVATE LIMITED,2026-01-31,10111,C De- Sheddining Dog Shampoo 375ml,2025-11-30,1.000,220.34,525.00,525.00,5,11.02,231.36,Wastage
52,URBANPETS SERVICES PRIVATE LIMITED,2026-01-31,7181,Canine Creek Adult 3 kg,2025-08-30,1.000,1364.40,2300.00,2300.00,18,245.60,1610.00,Wastage
52,URBANPETS SERVICES PRIVATE LIMITED,2026-01-31,7180,Canine Creek Puppy 4 kg,2025-07-30,1.000,1453.38,2450.00,2450.00,18,261.62,1715.00,Wastage
52,URBANPETS SERVICES PRIVATE LIMITED,2026-01-31,7433,Cheese Milky Chew Chicken Bone Style 10 Pcs,2026-05-31,5.000,181.78,390.00,390.00,18,163.60,1072.50,Wastage
52,URBANPETS SERVICES PRIVATE LIMITED,2026-01-31,7447,Chicken Bacon Bone BBQ,2025-08-21,4.000,202.75,435.00,435.00,18,145.98,956.98,Wastage
52,URBANPETS SERVICES PRIVATE LIMITED,2026-01-31,7447,Chicken Bacon Bone BBQ,2025-08-21,3.000,202.75,435.00,435.00,18,109.48,717.74,Wastage
52,URBANPETS SERVICES PRIVATE LIMITED,2026-01-31,10071,Clindawel Injection,2025-07-30,30.000,85.00,127.00,127.00,5,127.50,2677.50,Wastage
