"Price list 
 Location : All Location ; 
"
"URBANPETSSERVICESPRIVATELIMITED,AksharComplex,Ahmedabad,9662825744,GSTNO:24AAECU0338G1ZN"
BRANDS,DEPARTMENT,CATEGORY,Branch,Item code,Item name,Item alias,Stock,Damage,Selling,MRP,Packed price,Landing cost,Business Type,State
,,,,,,,,,,,,,,
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,113,Large Bone Pink Tag,,0,0,600.00,600.00,99.00,99.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,114,Large Bone Light Green Tag,,0,0,600.00,600.00,99.00,99.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,115,Large Bone USA Flag Tag,,0,0,"1,400.00","1,400.00",445.03,525.14,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,116,Large Bone Leopard Print Tag,,0,0,800.00,800.00,225.00,225.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,117,Small Circle Chrome Tag,,0,0,650.00,650.00,148.50,165.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,118,Small Circle Gold Tag,,0,0,750.00,750.00,202.50,225.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,119,Military Tag Green Camourflage Tag,,0,0,"1,200.00","1,200.00",374.95,442.44,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,120,Small Heart Purple Tag,,0,0,500.00,500.00,89.10,99.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,121,Large Bone Bright Purple Anodized Tag,,0,0,650.00,650.00,140.00,140.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,122,Large Bone Oil Rubbed Bronze Tag,,0,0,750.00,750.00,202.50,225.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,123,Large Bone Neon Swirls Tag,,0,0,"1,100.00","1,100.00",345.01,407.11,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,124,Bone Rainbow Tag,,0,0,"1,000.00","1,000.00",283.50,334.53,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,125,Bone Anodized Black Clear Tag,,0,0,"1,000.00","1,000.00",325.00,325.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,126,Diva Large Bone Grey Pink Stones Tag,,0,0,"1,000.00","1,000.00",325.00,325.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,127,Bone Epoxy Fill Black Bone,,0,0,"1,800.00","1,800.00",650.14,767.17,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,128,Large Circle Red Tag,,0,0,600.00,600.00,99.00,99.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,129,Large Circle Blue Tag,,0,0,600.00,600.00,99.00,99.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,130,Large Circle Black Tag,,0,0,600.00,600.00,99.00,99.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,131,Circle Large Shiny Purple Anodised Tag,,0,0,650.00,650.00,140.00,140.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,132,Large Black Rivet Tag,,0,0,650.00,650.00,157.50,175.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,133,Military Black Tag,,0,0,650.00,650.00,110.00,110.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,134,Military Tag Pink Camourflage Tag,,0,0,"1,200.00","1,200.00",374.95,442.44,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,135,Military Digital Army Camo Tag,,0,0,"1,200.00","1,200.00",374.95,442.44,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,136,Military Chrm Amer Status Tag,,0,0,"1,000.00","1,000.00",315.00,315.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,137,Military Rainbow Tag,,0,0,"1,050.00","1,050.00",324.97,383.46,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,138,Large Bone Gold Tag,,0,0,850.00,850.00,244.98,289.08,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,140,Large Bone Chromed Brass Tag,,0,0,850.00,850.00,244.98,289.08,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,141,Large Bone Black Nickle Tag,,0,0,850.00,850.00,244.99,289.09,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,142,Large Circle Chrome Tag,,0,0,750.00,750.00,165.00,165.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,143,Large Circle Gold Tag,,0,0,850.00,850.00,244.98,289.08,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,144,Circle Large Brushed Chrome,,0,0,650.00,650.00,140.00,140.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,145,Large Circle Smokey Black Tag,,0,0,850.00,850.00,244.99,289.09,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,146,Ring Split 16mm Nickel,,0,0,1.00,1.00,0.01,0.01,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,147,Ring Split 16mm Brass,,0,0,1.00,1.00,0.01,0.01,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,148,Header Pop Easel Generic,,0,0,"10,600.00","10,600.00","4,491.53","5,300.00",DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,149,Large Circle Pink Tag,,0,0,600.00,600.00,89.10,99.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,150,Military Chromed Plated Tag,,0,0,"1,050.00","1,050.00",324.97,383.46,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,151,Small Bone Rainbow Tag,,0,0,"1,000.00","1,000.00",315.00,315.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,154,Designer Aluminium Tag,,0,0,750.00,750.00,202.50,225.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,155,Large Bone Multi Color Aztec Tag,,0,0,"1,100.00","1,100.00",345.01,407.11,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,156,Diva Bone Chrome W/Aurora Stones,,0,0,"1,250.00","1,250.00",414.72,489.37,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,158,Small Circle Polka Dots Orange Tag,,0,0,550.00,550.00,202.50,225.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,159,Large Circle Rainbow Tag,,0,0,800.00,800.00,283.50,315.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,160,Luggage Chrome Tag,,0,0,850.00,850.00,305.08,360.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Trimmer & Nail Cutter ,URBANPETS SERVICES PRIVATE LIMITED,161,Cordless Nail Grinder,,0,0,"7,500.00","7,500.00","4,500.00","4,500.00",DISTRIBUTION CENTER,Gujarat
Trixie,Accessories,Car Seat Cover ,URBANPETS SERVICES PRIVATE LIMITED,162,Trixie Car Seat Cover 0.65x1.45m Black/Beige,,0,0,"4,500.00","4,500.00","2,097.46","2,475.00",DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,163,Diva Large Heart Black W/pink Stones,,0,0,"1,250.00","1,250.00",415.04,489.75,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,164,Bone Chrome Pink Stone Tag,,0,0,"1,250.00","1,250.00",415.04,489.75,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,165,Small Circle Red Tag,,0,0,500.00,500.00,99.00,99.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,166,Diva Large Heart Chrome Pink Stones Tag,,0,0,"1,250.00","1,250.00",415.04,489.75,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,167,Diva Large Heart Red Anodized With Clear Stones Tag,,0,0,"1,250.00","1,250.00",415.04,489.75,DISTRIBUTION CENTER,Gujarat
